moiveId,query_title,title,plot
1430,Ill Gotten Gains (1997),Ill Gotten Gains,"WEST AFRICA 1869 - Slave trade is illegal. There is a revolt on a slave ship - twenty four men fight for their lives. Out-gunned, the revolt fails but a second uprising is planned.::Man Wei Tam <webm@spats.com>"
1431,Legal Deceit (1997),Legal Deceit,"Sydney Banks learns the hard way that being driven and educated is not the path to success. With the help of Todd Hunter her career takes off. Sydney gets pulled into corporate blackmail and murder. With the help of boyfriend Derek, she begins her own deception.::Anonymous"
1432,"Mighty, The (1998)",Mighty Joe Young,"A legendary fifteen-foot tall mountain gorilla named Joe is taken to an animal sanctuary in California by zoologist Gregg O'Hara (Bill Paxton) and Jill Young (Charlize Theron), with whom he grew up. Poacher Strasser (Rade Serbedzija) returns from the past to seek vengeance on Joe.
The baby gorilla left in her care grows up to become a hugely tall and broad specimen by the name of Joe, living in the mountains as a mostly unseen legend amongst the people who live there. Along comes eco-minded emissary Gregg O'Hara (Bill Paxton), who is from a California sanctuary, and who talks jungle girl Jill Young (Charlize Theron) into providing a safe haven for Joe at the Los Angeles facility. The transition is not without discomfort, but everything is aggravated via a conspiracy of poachers to get Joe into their own greedy hands.::Anthony Pereyra <hypersonic91@yahoo.com>
Suffering from the same tragedy at such young ages, Jill Young (Charlize Theron) and Joe form an unbreakable bond. Joe, being a fifteen foot tall gorilla, Jill can only do so much to protect him from greedy poachers. In hopes of keeping him safe, Jill reluctantly moves Joe to an animal sanctuary. Things only become more difficult for Joe when an evil from the past tries to claim revenge.::Tanquanae Blacknall
This movie opens with poachers attacking a group of gorillas. Animal preservationists fight the poachers, which ends with one gorilla and a young girl's mother dead. In the melee, a particularly large gorilla baby attacks head poacher Strasser (Rade Serbedzija) and bites his thumb and forefinger off. This movie immediately passes into the future and the young girl, Jill Young (Charlize Theron), has grown up, and the gorilla has grown to be fifteen feet tall and weighs two thousand pounds. The two are best friends who play together. When poachers again appear, Gregg O'Hara (Bill Paxton), a representative of a California wildlife refuge, convinces her to transfer the gorilla she has named ""Joe Young"" to the refuge. Of course, once there, the former poacher shows up seeking revenge. Terrorizing Joe without letting his human handlers know, Joe goes on a rampage across Los Angeles.::John Sacksteder <jsackste@bellsouth.net>"
1433,Men of Means (1998),Men of Means,"In a world where two men in close proximity will eventually draw guns, Rico ""BULLET"" Burke finds himself at a crossroads. Having long ago ruined his brilliant collegiate football career through his own folly, Rico must now decide whether to continue in complacent servitude as the collection muscle for a vicious Brooklyn mobster, or to put behind him the vagaries of his youth and look for that window of opportunity that will provide a better life for him and his wholly dependant brother Joey.::Anonymous"
1434,Shooting Fish (1997),Shooting Fish,"Two con artists' plan to steal enough for a house are twisted when a pretty girl enters the picture.
Dylan and Jez are con artists, Dylan is a charming American who's run from some characters in the states and Jez is an English techno nerd. During one of their scams selling a voice recognition computer they hire Georgie as a secretary for the job. The romantic triangle between Dylan, Jez and Georgie appears, but she is also not a secretary, but a student, and her marriage with rich Roger is upcoming.::Anonymous
Jez, the goofy, British tech genius, and Dylan, the smarmy fast-talking Yank, are orphans. They're also con artists out to ""shoot some big fish"" (trick some people out of their money). See, they need two million pounds to buy the home they never had. Things get complicated when a typist they hire for a ""job"" turns out to be sweeter than any scam. Both gents are tripped up for Georgie who is convinced that they're modern Robin Hoods raising money for orphans. Turns out she needs the money worse than they: to save the family home which doubles as a home for special needs children. When Jez and Dylan land in jail during a financial crisis (all the fifty pound notes in the land are being reclaimed because the Queen doesn't like her picture), they have to put their faith and their cash in Georgie's hands. What's a girl to do with two million pounds?::Lordship <lordship@juno.com>
Two confidence tricksters, one British and one American and both brought up in orphanages, live in a disused but far from dull gasometer. On one of their scams they employ Georgie, secretary and medical student, who is at first horrified by their occupation. When rogues steal her research notes the lads get their own back - ending up flogging roof insulation - and Georgie starts to feel part of the team.::Jeremy Perkins {J-26}"
1435,"Steal Big, Steal Little (1995)",Steal Big Steal Little,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.::Anonymous"
1436,Mr. Jones (1993),Mr. Jones,"After being arrested during a manic episode, a man who suffers from bipolar disorder is treated by a psychiatrist who begins to develop romantic feelings towards him.
The story about the relationship between a manic depressive man, Mr Jones, and the female doctor who takes more than a professional interest in his treatment.::Rob Hartill"
1437,House Party 3 (1994),House Party 3,"Kid, after a lifetime 'playing the field', is about to get married. 'Play' plans to throw the best bachelor party ever - until 'Kid's' three wise-crackin' nephews come to town, intent on showing them what parties are all about.
Come to a new House Party, where Kid, after a lifetime 'playing the field', falls in love and is about to get married. 'Play' plans to throw the rockin'est bachelor party ever - until 'Kid's' three wise-crackin' nephews come to town, intent on showing 'Kid' and 'Play' what parties are all about...::Michael Oglesby <cockney@bigfoot.com>"
1438,Panther (1995),Panther,"A dramatized account of the story of The Black Panther Party of Self-Defense.
Panther is a semi-historic film about the origins of The Black Panther Party for Self-Defense. The movie spans about 3 years (1966-68) of the Black Panther's history in Oakland. Panther also uses historical footage (B/W) to emphasize some points.::Qawi Robinson"
1439,Jason's Lyric (1994),Jason's Lyric,"Two brothers, survivors of family tragedy, take different life paths: one falls for a high-spirited waitress and dreams of success, the other follows a life of petty crime. Their lives reconnect in shattering fashion.
The story of a young man, Jason (Allen Payne) who must confront his trauma-induced insecurity about love, as well as a sense of owed responsibility to his mother and troubled brother Joshua (Bokeem Woodbine). Jason, an assistant manager and sales clerk at an electronics store, falls in love with Lyric (Jada Pinkett Smith) and finds happiness, but his family history and mentally ill war veteran father, Maddog (Forest Whitaker) plague his life's plans before he can leave it all for a better life.::bd64kcmo"
1440,Above the Rim (1994),Above the Rim,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.
Story of Kyle-Lee Watson, a promising high school basketball star, and his relationships with Birdie, a powerful drug dealer, and Birdie's brother, Thomas 'Shep' Sheppard, himself once a promising high school star at Kyle's school, now employed as a security guard.::<xDiezel21x@yahoo.com>
Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.::frankfob2@yahoo.com"
1441,Moonlight and Valentino (1995),Moonlight and Valentino,"A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.
College poetry professor and poet Rebecca Trager Lott's husband Ben Lott has just died in a freak accident. Rebecca's support during this difficult time consists of her best friend Sylvie Morrow, her sister Lucy Trager, and her ex-stepmother Alberta Trager. Earth mother Sylvie is dealing with what she sees as the probable end of her own marriage to her husband Paul Morrow. Chain smoking Lucy is a directionless and insecure woman who is still mourning their mother's death fourteen years earlier from cancer. And Wall Street executive Alberta, who Lucy in particular doesn't like in her life (especially as Alberta and their father have since divorced) is a domineering but admittedly efficient woman who treats her personal life as an extension of her professional life. As time progresses and each woman deals with her own issues while trying to help Rebecca, a hunky house painter who they have nicknamed ""Valentino"" enters their collective lives. ""Valentino"" profoundly affects each of their lives, at the same time that Rebecca, the only one who is seen as having had the perfect marriage, provides what they hope is sage advice for their issues. What comes into question is the appropriate time that Rebecca is allowed to feel sorry for herself. She makes an admission about her marriage and about ""Valentino"" that may provide the answer.::Huggo"
1442,"Scarlet Letter, The (1995)",The Scarlet Letter/The Celluloid Closet/Jade/Blue in the Face/Les Miserables,"In addition to reviewing five new movies, Siskel and Ebert dedicate a special segment to film preservation, and Ebert briefly interviews Patrick Loughney of the Library of Congress."
1443,8 Seconds (1994),8 Seconds,"This movie chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.
This movie chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.::Michael Crew <m.crew@bbcnc.org.uk>"
1444,That Darn Cat! (1965),That Darn Cat!,"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.
A woman is kidnapped. While in captivity, she manages to send a message out with a wandering cat. The cat's owner calls the F.B.I. The F.B.I. tries to follow the cat. Jealous boyfriends and nosy neighbors also get into the act.::Rob Brown <robbrown@tibalt.supernet.ab.ca>
Sisters Ingrid (Dorothy Provine) and Patti Randall (Hayley Mills) are fending for themselves in the family home in Santa Monica, California while their parents are traveling abroad. Patti's Siamese cat D.C. - short for ""Darn Cat"" - is a chronic and resourceful explorer, he heading out every night at 9 p.m. in what is usually his successful search for food, with Patti believing he having a standard route through the neighborhood every night. It's after one of D.C.'s night outings that he returns home with what Patti believes is a clue to a criminal case, a two hundred fifty thousand dollar bank robbery where the two masked robbers abducted teller Margaret Miller (Grayson Hall) in the process, she still missing and assumed alive and being held hostage by the robbers. Patti is correct in all of her assumptions. Patti brings her suspicions to the F.B.I., who assigns Agent Zeke Kelso (Dean Jones) to the case. In trying to discover the robbers' hideout and hopefully a still alive Margaret, Zeke and his team have to track D.C. on his night outings to see where he goes. This task may be a difficult one not only because they don't know how effectively to track a cat, especially an independently-minded one like D.C., but because Zeke is allergic to cat hair, something he failed to mention when he joined the agency and something, if known, could mean the end of his career. Who may factor into the investigation more than Zeke would want is Patti, who Ingrid describes as being overly dramatic, and who wants to do her small part in finding Margaret. But as Patti, and eventually Ingrid, try to hide the fact of the F.B.I. being based out of their house in not wanting to tip off any of their activities, they may face the problems of people constantly interested in the goings-on in the Randall house: their nosy and judgmental next door neighbor Mrs. MacDougall (Elsa Lanchester), whose snooping exasperates her husband (William Demarest); Canoe Henderson (Tom Lowell), Patti's surfing-obsessed boyfriend who has had unobstructed access to the Randall kitchen and the abundance of free food in it; and Gregory Benson (Roddy McDowall), the driver of Ingrid's now two person work carpool, Gregory, a mama's boy of a man, who sees Ingrid as his imminent wife regardless of what Ingrid may think. The two robbers - Dan (Neville Brand) and Iggy (Frank Gorshin) - have their own issues in dealing with a nosy landlady, whose primary interest is to get as much financially out of her new tenants as possible.::Huggo
A young woman with an active imagination contacts the F.B.I. when her cat D.C. (Darn Cat) comes home wearing a wristwatch. She's convinced it's the tip-off to crack a bank robbery and kidnapping case that has the authorities baffled. An allergic Agent is assigned to ""tail"" the cat to find the hostage.::Summer S. Wilson <collectonian@mindspring.com>"
1445,Ladybird Ladybird (1994),Ladybird Ladybird,"This Ken Loach docu-drama relates the story of a British woman's fight with Social Services over the care of her children. Maggie has a history of bouncing from one abusive relationship to another. She has four children, of four different fathers, who came to the attention of Social Services when they were injured in a fire. Subsequently, Maggie was found to be an ""unfit mother"" and her children were removed from her care. She finally meets the man of her dreams, a Paraguayan expatriate, and they start a family together. Unfortunately, Social Services seems unwilling to accept that her life has changed and rends them from their new children. She and Jorge together, and separately, fight Social Services, Immigration, and other government bureaucrats in a desperate battle to make their family whole again.::Tad Dibbern <DIBBERN_D@a1.mscf.upenn.edu>
Maggie Conlan is a unmarried mother. She had four children from four different men, that she left because they all beat her. The only night she left her children alone at home, they are hurt by a fire. So the social services take them away. She unsuccessfully fights to have them back. One day, she meets Jorge, a man that will simply love her without violence, and it seems she will now have a normal happy family life. But their new-born baby is also confiscated by the social services... Based on a true story.::Yepok"
1446,"Bye Bye, Love (1995)",Bye Bye Love,"A story about the family breakup of three divorced men. The film presented their perspective and it reveals their relationship with their children, ex-wives, girl friends, male friendships, and their identities as divorced men.
This is a story about the breakup of the family. In particular, it focuses on the lifestyle of three divorced men. The film is presented from their perspective and it reveals their relationship with their children, ex-wives, girl friends, male friendships, and their identities as divorced men. In addition to dealing with divorce, the film touches on spousal loss and young adult homelessness. The film can be considered a social commentary that is both comical and emotional.::Joel Schesser <joelsd@aol.com>
This film about is about three divorced men and their relationships with their ex-wives, their children, and new women in their lives. Donny still carries a torch for his ex, and has trouble relating to his teenage daughter, Emma. Dave can't make a commitment. Vic carries a lot of anger toward his ex, and winds up with the blind date from hell. Needling all of them is a blathering radio psychologist dispensing his advice on the subject of divorce.::Ray Hamel <hamel@primate.wisc.edu>"
1447,Century (1993),Century,"Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. Then he begins to discover the dark side of the institute, which foreshadows the dark side of the 20th century.::Cleo <frede005@maroon.tc.umn.edu>
London, 1899. An elite group of doctors work under the leadership of the eminent Professor Mandry. Paul, Mandry's confidant and the team's star researcher, is madly in love with strong-willed, uninhibited lab assistant Clara. But his world is shattered when he makes a startling discovery about the Professor."
1448,My Favorite Season (1993),My Favorite Season,"Old woman Berthe leaves her house to live in her daugter Emilie's one. Emilie and her brother Antoine have fallen out three years ago and have not seen each other since, but Emilie invites him for Christmas. Memories will come up, and will be depicted both Berthe's destiny and the strange relationship between Emilie and Antoine.::Yepok"
1449,Pather Panchali (1955),Pather Panchali,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.
The story of a young boy, Apu, and life in his small Indian village. His parents are quite poor - his father Harihar, a writer and poet, gave away the family's fruit orchard to settle his brother's debts. His sister Durga and an old aunt also still lives with them. His mother Sarbojaya bears the brunt of the family's situation. She scrapes by and sells her personal possessions to put food on the table and has to bear the taunts of her neighbors as Durga is always stealing fruit from their orchard. Things get worse when Harihar disappears for five months and Durga falls ill. Even after Harihar returns, the family is left with few alternatives.::garykmcd
With her always absent and emotionally unavailable Brahmin husband, Harihar, dreaming of recognition as a playwright and a better future, the impecunious mother-of-two, Sarbojaya, struggles to eke out an existence and put food on the table for her daughter, Durga, her son, Apu, and frail Aunt Indir. Living on the verge of poverty, at the dilapidated ancestral house in the heart of an untamed bamboo forest in 1910s rural Bengal, sometimes, it seems that poor Sarbojaya is fighting a losing battle, having to put up with Durga's shenanigans, Indir's idiosyncrasies, and the ridicule of their unsympathetic neighbours. And, as if that weren't enough, the unstoppable Indian monsoon is fast approaching, and Harihar, who is still looking for a job to support his family, is nowhere to be found. Now, defeated Sarbojaya has no other choice but wait and pray. But, is she prepared for what fate has in store for her?::Nick Riganas
Sometime in the early years of the century, a boy, Apu, is born to a poor Brahmin family in a village in Bengal. The father, a poet and priest, cannot earn enough to keep his family going. Apu's sister, Durga, is forever stealing guavas from the neighbour's orchards. All these add to the daily struggles of the mother's life, notwithstanding her constant bickering with old aunt who lives with the family.::L.H. Wong <as9401k56@ntuvax.ntu.ac.sg>"
1450,Golden Earrings (1947),Golden Earrings,"On the eve of WW2, a British spy goes to Germany to obtain a secret poison-gas formula from a scientist but things go awry and he is saved by a beautiful nomadic gypsy woman.
On the eve of World War II (1939) English officer Ralph Denistoun is in Nazi Germany on an espionage mission to recover a poison gas formula from Prof. Krosigk. He is helped by Lydia and her band of gypsies. Naturally romance develops along the way.::Don Femia <donfemia@csn.net>
On a Paris bound airplane in 1945, Colonel Ralph Denistoun, of British Intelligence, is being interviewed by American correspondent Quentin Reynolds. His story begins in Germany in 1939, before war had been officially declared, but he and fellow agent Richard Byrd, stationed in Germany, are being held prisoner, incommunicado, because of their knowledge of a deadly poison gas formula perfected by Professor Krosigk for the Nazi war machine. Escaping, Denistoun and Byrd go separate ways, agreeing to meet later at a Freiburgn sign post on the road near Eschbach. Denistoun is making his way through the woods when he meets Lydia, a Hungarian gypsy girl, who offers to help him. She pierces his ears for dazzling golden earrings, stains his skin, dresses him in Zigeneur clothes and teaches him to read palms. His disguise if perfect and he emerges unharmed from several encounters with Nazi patrols. Byrd is killed by the Gestapo, leaving Denistoun on his own to contact Krosigk, a violent anti-Nazi, who gives the Britisher the secret of the poison gas. Aided by Lydia and Zoltan, the gypsy leader, Denistoun escapes from Germany across the Rhine to France, with a promise to return to Lydia after the war.::Les Adams <longhorn1939@suddenlink.net>"
1451,Foreign Correspondent (1940),Foreign Correspondent,"On the eve of World War II, a young American reporter tries to expose enemy agents in London.
Johnny Jones is an action reporter on a New York newspaper. The editor appoints him European correspondent because he is fed up with the dry, reports he currently gets. Jones' first assignment is to get the inside story on a secret treaty agreed between two European countries by the famous diplomat, Mr. Van Meer. However things don't go to plan and Jones enlists the help of a young woman to help track down a group of spies.::Col Needham <col@imdb.com>
Johnny Jones, an insubordinate city desk reporter, is sent to London as a foreign correspondent. There he interviews Van Meer, leader of a peace movement endorsed by Universal Peace Party head Stephen Fisher. Johnny finds fisher's pretty young daughter, Carol, more interesting than the movement. In Amsterdam, Van Meer apparently is assassinated. Johnny and journalist Scott ffolliett follow the assassin into the countryside. Johnny investigates a windmill and find the real Van Meer, a drugged prisoner. His captors escape with their prisoner, and Johnny's story is not believed. After attempts on Johnny's life, Carol believes him. Now in love, they return to London, where Johnny realizes that her father is actually the leader of the conspirators. Johnny tries to protect Carol, who is totally innocent, but she misinterprets his motives, and they quarrel. He and Scott try without success to convince Scotland Yard of Fisher's conspiracy to stall peace efforts. Then war is declared. On board a clipper plane, Fisher explains to his daughter that he was only being loyal to his native country. Johnny, also on the plane, tries to make up with Carol.::alfiehitchie
In 1939, the editor of the New York Globe invites the tough reporter John Jones to be the substitute for the inefficient Stebbins as foreign correspondent in London. His first assignment is to interview the Dutch leader Mr. Van Meer in his lecture for peace in London to know about the possibility of a declaration of war against Germany. Johnny meets Stephen Fisher, the leader of the organization Universal Peace Party that promotes peace, and his beautiful daughter Carol Fisher, and he has a crush on Carol. When Van Meer is apparently murdered in Amsterdam, Johnny follows the assassin with Carol and the journalist Scott ffolliett through the countryside and discovers that Van Meer has been abducted indeed. However, nobody believes on the truth and he tangle with an international conspiracy.::Claudio Carvalho, Rio de Janeiro, Brazil
Fed up with the poor quality of news reporting he's getting from his reporters in Europe the editor of the New York Morning Globe, Mr. Powers, sends crime reporter John Jones to London to find out what is really going on there on the eve of war. Jones is told to make contact with a well-known diplomat, Van Meer, who may be negotiating arrangements that could have a direct impact on whether war is declared. Jones meets Van Meer and also Stephen Fisher the leader of a peace movement and Fisher's attractive daughter Carol. When Van Meer is apparently assassinated in front of him, Jones sets off after the gunman only to find that the real Van Meer has been kidnapped and is being held by Nazi spies. Jones tries to get to bottom of what is going on but it all comes to a head on a flight home over the Atlantic.::garykmcd
It's mid-1939. Tired of the runaround the traditional news corps covering the rumblings of possible war in Europe gets, Mr. Powers, the editor of the New York Globe, assigns one of his crime reporters, Johnny Jones, to be his ""foreign correspondent"" in London in the hopes that Johnny may be able to get some real answers and despite the troubles Johnny has gotten himself into in the way he collects the news. To be taken more seriously among the diplomats and politicians Johnny is to cover in discovering their thoughts of if war is imminent, Powers also gives him the pen name Huntley Haverstock. Among those Johnny does meet are Stephen Fisher, the leader of England's Universal Peace Party, and Dutch diplomat Van Meer, both who are considered the leading figures in the peace movement. Van Meer is helping draft a treaty for peace, with clauses unknown except to the inner circle regarding the actions of traitors. Someone else Johnny meets in the process is Fisher's American-British daughter, Carol Fisher, who is also doing her part in the peace movement. While Johnny falls in love at first sight, Carol teeters on that fine line of hate and love for Johnny, ultimately falling on the side of love. In the course of doing his work, Johnny discovers that someone of importance within the scheme of war and peace has been kidnapped, with the situation made so that no one would realize that a kidnapping has actually happened. Being the only person outside of the those involved in the plot knowing this information, Johnny not only has to cover the story but in ways he becomes not only enmeshed in but becomes the center of the story. He has to figure out who he can and cannot trust, and how much he is willing to report which takes into account keeping Carol safe, as his life and those around him are in jeopardy the closer he gets to the truth.::Huggo"
1452,Lady of Burlesque (1943),Lady of Burlesque,"After one member of their group is murdered, the performers at a burlesque house must work together to find out who the killer is before they strike again.
Sassy Dixie Daisy is the hot new attraction at a former opera house that's been turned into a burlesque theater. She's popular with the customers, although not with Lolita La Verne, a stuck-up diva who was hoping she'd get the top spot. Also complicating matters is the return of the Princess Nirvena, the show's former star who once had a fling with the boss. When the Princess blackmails her way into the top spot, Dixie is none too pleased. When both Lolita and the Princess are murdered, Dixie becomes a prime suspect. She then sets up a trap to nail the real killer.::Daniel Bubbeo <dbubbeo@cmp.com>"
1453,Angel on My Shoulder (1946),Angel on My Shoulder,"The Devil arranges for a deceased gangster to return to Earth as a well-respected judge to make up for his previous life.
Gangster Eddie Kagel is killed by a trusted lieutenant and finds himself in Harry Redmond Jr's special-effects Hell, where Nick/The Devil sees that he is an-exact double for a judge who Nick doesn't approve of. Eddie is agreeable to having his soul transferred to the judge's body, as it will give him a chance to avenge himself on his killer. But every action taken by Eddie (as the judge) results in good rather than evil and, to Nick's dismay, the reputation and influence of the judge is enhanced, rather than impaired by Eddie. And Eddie also falls in love with the judge's fiancée, Barbara. Even Eddie's planned revenge fails and Nick is forced to concede defeat. He returns to Hell, taking Eddie with him, after Eddie has extracted his promise that Nick will not molest the judge or Barbara in the future.::Les Adams <longhorn1939@suddenlink.net>"
1454,Angel and the Badman (1947),Angel and the Badman,"Quirt Evans, an all round bad guy, is nursed back to health and sought after by Penelope Worth, a Quaker girl. He eventually finds himself having to choose between his world and the world Penelope lives in.
Notorious gunman Quirt Evans is wounded and on the run. He arrives at a Quaker farm owned by Thomas Worth and his family where he collapses from exhaustion. Evans asks Thomas and his daughter Penelope to drive him into town in their wagon in order to send an urgent telegram. The telegram contains a land claim and is sent to the land recorder's office. The Quaker family is ignoring the town doctor's advice to rid themselves of the gunfighter and they compassionately tend to the delirious Evans. Penny Worth becomes intrigued by his ravings of past loves.When Evans regains consciousness, Penny explains to him about the Quaker credo of non-violence and way of life. Three weeks later, two desperadoes, Laredo Stevens and Hondo Jeffries, ride into town looking for Evans.Penny's younger brother, Johnny, rushes home to inform Evans of his visitors and Evans prepares to flee. Penny, now smitten with Evans, offers to run off with him. Upon hearing the sound of approaching horses, Evans grabs his revolver and, to his horror, discovers that it has been emptied. His life is in serious danger.::nufs68"
1455,"Outlaw, The (1943)",The Outlaw,"Western legends Pat Garrett, Doc Holliday and Billy the Kid are played against each other over the law and the attentions of vivacious country vixen Rio McDonald.
Newly appointed sheriff Pat Garrett is pleased when his old friend Doc Holliday arrives in Lincoln, New Mexico on the stage. Doc is trailing his stolen horse, and it is discovered in the possession of Billy the Kid. In a surprising turnaround, Billy and Doc become friends. This causes the friendship between Doc and Pat to cool. The odd relationship between Doc and Billy grows stranger when Doc hides Billy at his girl, Rio's, place after Billy is shot. She falls for Billy, although he treats her very badly. Interaction between these four is played out against an Indian attack before a final showdown reduces the group's number.::Ron Kerrigan <mvg@whidbey.com>
In the Nineteenth Century, in the town of Lincoln, New Mexico, the sheriff Pat Garrett welcomes his old friend, Doc Holliday, who has had his horse Red stolen by a stranger while coming to the town. They meet the thieve and realize that the guy is the gunman Billy the Kid. Doc becomes friend of Billy, but Pat invites them to leave Lincoln in the afternoon. There is an incident, Pat wounds Billy the Kid, and Doc asks his girlfriend Rio McDonald to take care of Billy while he would misguide Pat Garret t and his officers. There is a romance between Billy the Kid and Rio, and when the hit-man is healed, he disputes with Doc the possession of Red and Rio, with Pat Garrett chasing them. On 13 July 1881, this hunting ends in a tragic way.::Claudio Carvalho, Rio de Janeiro, Brazil"
1456,Beat the Devil (1954),Beat the Devil (1954),"On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...
A quartet of international crooks (Peterson, O'Hara, Ross and Ravello) are stranded in Italy whilst their steamer is being repaired. With them are the an English couple, the Dannreuthers. The 6 are headed for Africa, presumably to sell vacuum cleaners but all is not as it seems. They are joined by others who apparently have similar designs.::Ed Stephan <stephan@cc.wwu.edu>
American but of the world, married couple Billy and Maria Dannreuther were once wealthy, but have fallen on difficult times. That's why Billy has partnered with a disparate group of four seemingly disreputable men - Peterson, Julius O'Hara, ""Major"" Jack Ross, and Ravello - in a scheme to acquire land in British East Africa for its uranium, they all currently in Porto Venere, Italy waiting to sail on the tramp steamer, the SS Nyanga, to Africa. In that disrepute, the Dannreuthers believe Peterson, with the Major as his heavy, was behind the murder of Paul Vanmeer, a high ranking official in the British Colonial Office in London to who they had all recently spoken, the murder for he discovering the real reason for their inquiry about Africa. In Porto Venere, they meet British couple Harry and Gwendolen Chelm, who too have secured passage on the SS Nyanga. Harry is a proper and staid stereotypical upper crust Brit, whose best friend is his hot water bottle used to warm his oft chilled liver, while flighty Gwendolen is prone to exaggeration. While Harry can see Gwendolen's true nature, Peterson cannot in believing her overheard off the cuff statement that the coffee plantation Harry is thinking about purchasing in Africa is really for its uranium. It is her quest for excitement that first attracts Gwendolen to Billy and his associates and why she starts to fall for him, while Maria starts to fall for the wealth and stability that Harry represents. As this collective goes on a quest for their immediate goals, they get into a series of misadventures which may threaten one, some or all not being able to achieve those goals.::Huggo"
1457,Love Is All There Is (1996),Love Is All There Is,"Romeo & Juliet gets transplanted to the Bronx.
The Capomezzo's and the Malacici's are Italian-American families who are also rivals in the catering and restaurant business. Things come to a head when the Capomezzo's son and the Malacici's daughter get thrown together for the leads in a Romeo & Juliet community play. As the parents continue butting heads, the children fall in love and hilarity ensues.::mahajanssen"
1458,"Damsel in Distress, A (1937)",A Damsel in Distress,"A betting castle staff, and a series of misunderstandings and set-ups, leads to an American entertainer and an English damsel falling in love.
Lady Alyce Marshmorton must marry soon, and the staff of Tottney Castle have laid bets on who she'll choose, with young Albert wagering on ""Mr. X"". After Alyce goes to London to meet a beau (bumping into dancer Jerry Halliday, instead), she is restricted to the castle to curb her scandalous behavior. Albert then summons Jerry to Alyce's aid in order to ""protect his investment"".::Diana Hamilton <hamilton@gl.umbc.edu>"
1459,Madame Butterfly (1995),Madame Butterfly,The story of a young geisha who falls madly in love with an american captain that travels all around the world collecting hearts.
1460,Sleepover (1995),Sleepover,"Critically acclaimed film from the heyday of American indies, Six teens steal the family car and go out for a night on the town. Jealousy, lust and power dynamics soon make it a night that they all will remember.
Six teens steal the family car and go out for a night on the town. Internal power dynamics soon make a night that they all will remember. ""Recalls the early films of the French New Wave""--NY Times. ""A remarkable evocation of coming of age.""--L.A. Times.::Anonymous"
1461,Here Comes Cookie (1935),Here Comes Cookie,"Alarmed that his younger daughter is about to marry a gold-digger, a millionaire turns over the fortune to her ditsy older sister for safe-keeping to his ultimate regret, protection.
Millionaire Harrison Allen is concerned that his daughter Phyllis is dating a gold-digger, so, to test the man's loyalty, he signs away his entire fortune to his other daughter Gracie. Under the impression that her father wants the family to be as poor as possible, Gracie turns the family's mansion into a home for unemployed actors, where she provides them room and board at no charge. Unfortunately, Mr. Allen was correct in his assumptions about Phyllis' boyfriend Ramon, and once the fellow learns that Gracie is the one with all the cash, he sets about trying to woo her into marriage.::Talia
A scatterbrained heiress opens her house to a succession of unemployed actors and vaudeville performers, then decides to produce her own show, much to the consternation of her father, her sister and her sister's boyfriend, who is actually after the young girl's money.::frankfob2@yahoo.com
Harrison Allen, concerned that a gigolo, Ramon del Ramos, is after his daughter, Phyllis, strictly for her money, deeds over his millions to his ditzy daughter, Gracie. Ere long, Gracie disinherits her father, decides to marry the gigolo herself, and gives him all of the money. Before reaching this point, Mr. Allen has called in his lawyer, George Burns, who grows crazy while watching Gracie convert their penthouse into a home for starving actors, and then tearing down the whole structure and building a magnificent theatre where she produces a show called ""Gracie Allen's Flop"", and utilizes all her down-and-out vaudevillian friends.::Les Adams <longhorn1939@suddenlink.net>"
